,index,date,time,tide_height,date_time,year,month,invalid,tide_height_prev
4416,423749,2003/07/17,0:30:00,3.79,2003-07-17 00:30:00,2003,7,True,3.504
4417,423750,2003/07/17,0:45:00,4.088,2003-07-17 00:45:00,2003,7,True,3.79
4418,423751,2003/07/17,1:00:00,4.389,2003-07-17 01:00:00,2003,7,True,4.088
4419,423752,2003/07/17,1:15:00,4.69,2003-07-17 01:15:00,2003,7,True,4.389
4420,423753,2003/07/17,1:30:00,4.986,2003-07-17 01:30:00,2003,7,True,4.69
4421,423754,2003/07/17,1:45:00,5.262,2003-07-17 01:45:00,2003,7,True,4.986
4422,423755,2003/07/17,2:00:00,5.496,2003-07-17 02:00:00,2003,7,True,5.262
4423,423756,2003/07/17,2:15:00,5.691,2003-07-17 02:15:00,2003,7,True,5.496
4424,423757,2003/07/17,2:30:00,5.826,2003-07-17 02:30:00,2003,7,True,5.691
4425,423758,2003/07/17,2:45:00,5.893,2003-07-17 02:45:00,2003,7,True,5.826
4426,423759,2003/07/17,3:00:00,5.878,2003-07-17 03:00:00,2003,7,True,5.893
4427,423760,2003/07/17,3:15:00,5.775,2003-07-17 03:15:00,2003,7,True,5.878
4428,423761,2003/07/17,3:30:00,5.606,2003-07-17 03:30:00,2003,7,True,5.775
4429,423762,2003/07/17,3:45:00,5.375,2003-07-17 03:45:00,2003,7,True,5.606
4430,423763,2003/07/17,4:00:00,5.11,2003-07-17 04:00:00,2003,7,True,5.375
4431,423764,2003/07/17,4:15:00,4.822,2003-07-17 04:15:00,2003,7,True,5.11
4432,423765,2003/07/17,4:30:00,4.513,2003-07-17 04:30:00,2003,7,True,4.822
4433,423766,2003/07/17,4:45:00,4.199,2003-07-17 04:45:00,2003,7,True,4.513
4434,423767,2003/07/17,5:00:00,3.889,2003-07-17 05:00:00,2003,7,True,4.199
4435,423768,2003/07/17,5:15:00,3.571,2003-07-17 05:15:00,2003,7,True,3.889
4436,423769,2003/07/17,5:30:00,3.268,2003-07-17 05:30:00,2003,7,True,3.571
4437,423770,2003/07/17,5:45:00,2.96,2003-07-17 05:45:00,2003,7,True,3.268
4438,423771,2003/07/17,6:00:00,2.664,2003-07-17 06:00:00,2003,7,True,2.96
4439,423772,2003/07/17,6:15:00,2.386,2003-07-17 06:15:00,2003,7,True,2.664
4440,423773,2003/07/17,6:30:00,2.124,2003-07-17 06:30:00,2003,7,True,2.386
4441,423774,2003/07/17,6:45:00,1.885,2003-07-17 06:45:00,2003,7,True,2.124
4442,423775,2003/07/17,7:00:00,1.685,2003-07-17 07:00:00,2003,7,True,1.885
4443,423776,2003/07/17,7:15:00,1.512,2003-07-17 07:15:00,2003,7,True,1.685
4444,423777,2003/07/17,7:30:00,1.367,2003-07-17 07:30:00,2003,7,True,1.512
4445,423778,2003/07/17,7:45:00,1.242,2003-07-17 07:45:00,2003,7,True,1.367
4446,423779,2003/07/17,8:00:00,1.132,2003-07-17 08:00:00,2003,7,True,1.242
4447,423780,2003/07/17,8:15:00,1.039,2003-07-17 08:15:00,2003,7,True,1.132
4448,423781,2003/07/17,8:30:00,0.962,2003-07-17 08:30:00,2003,7,True,1.039
4449,423782,2003/07/17,8:45:00,0.907,2003-07-17 08:45:00,2003,7,True,0.962
4450,423783,2003/07/17,9:00:00,0.884,2003-07-17 09:00:00,2003,7,True,0.907
4451,423784,2003/07/17,9:15:00,0.902,2003-07-17 09:15:00,2003,7,True,0.884
4452,423785,2003/07/17,9:30:00,0.985,2003-07-17 09:30:00,2003,7,True,0.902
4453,423786,2003/07/17,9:45:00,1.141,2003-07-17 09:45:00,2003,7,True,0.985
4454,423787,2003/07/17,10:00:00,1.357,2003-07-17 10:00:00,2003,7,True,1.141
4455,423788,2003/07/17,10:15:00,1.609,2003-07-17 10:15:00,2003,7,True,1.357
4456,423789,2003/07/17,10:30:00,1.892,2003-07-17 10:30:00,2003,7,True,1.609
4457,423790,2003/07/17,10:45:00,2.182,2003-07-17 10:45:00,2003,7,True,1.892
4458,423791,2003/07/17,11:00:00,2.452,2003-07-17 11:00:00,2003,7,True,2.182
4459,423792,2003/07/17,11:15:00,2.715,2003-07-17 11:15:00,2003,7,True,2.452
4460,423793,2003/07/17,11:30:00,2.966,2003-07-17 11:30:00,2003,7,True,2.715
4461,423794,2003/07/17,11:45:00,3.211,2003-07-17 11:45:00,2003,7,True,2.966
4462,423795,2003/07/17,12:00:00,3.456,2003-07-17 12:00:00,2003,7,True,3.211
4463,423796,2003/07/17,12:15:00,3.691,2003-07-17 12:15:00,2003,7,True,3.456
4464,423797,2003/07/17,12:30:00,3.924,2003-07-17 12:30:00,2003,7,True,3.691
4465,423798,2003/07/17,12:45:00,4.154,2003-07-17 12:45:00,2003,7,True,3.924
4466,423799,2003/07/17,13:00:00,4.387,2003-07-17 13:00:00,2003,7,True,4.154
4467,423800,2003/07/17,13:15:00,4.624,2003-07-17 13:15:00,2003,7,True,4.387
4468,423801,2003/07/17,13:30:00,4.852,2003-07-17 13:30:00,2003,7,True,4.624
4469,423802,2003/07/17,13:45:00,5.066,2003-07-17 13:45:00,2003,7,True,4.852
4470,423803,2003/07/17,14:00:00,5.26,2003-07-17 14:00:00,2003,7,True,5.066
4471,423804,2003/07/17,14:15:00,5.413,2003-07-17 14:15:00,2003,7,True,5.26
4472,423805,2003/07/17,14:30:00,5.521,2003-07-17 14:30:00,2003,7,True,5.413
4473,423806,2003/07/17,14:45:00,5.583,2003-07-17 14:45:00,2003,7,True,5.521
4474,423807,2003/07/17,15:00:00,5.584,2003-07-17 15:00:00,2003,7,True,5.583
4475,423808,2003/07/17,15:15:00,5.518,2003-07-17 15:15:00,2003,7,True,5.584
4476,423809,2003/07/17,15:30:00,5.39,2003-07-17 15:30:00,2003,7,True,5.518
4477,423810,2003/07/17,15:45:00,5.203,2003-07-17 15:45:00,2003,7,True,5.39
4478,423811,2003/07/17,16:00:00,4.967,2003-07-17 16:00:00,2003,7,True,5.203
4479,423812,2003/07/17,16:15:00,4.706,2003-07-17 16:15:00,2003,7,True,4.967
4480,423813,2003/07/17,16:30:00,4.423,2003-07-17 16:30:00,2003,7,True,4.706
4481,423814,2003/07/17,16:45:00,4.129,2003-07-17 16:45:00,2003,7,True,4.423
4482,423815,2003/07/17,17:00:00,3.823,2003-07-17 17:00:00,2003,7,True,4.129
4483,423816,2003/07/17,17:15:00,3.51,2003-07-17 17:15:00,2003,7,True,3.823
4484,423817,2003/07/17,17:30:00,3.203,2003-07-17 17:30:00,2003,7,True,3.51
4485,423818,2003/07/17,17:45:00,2.891,2003-07-17 17:45:00,2003,7,True,3.203
4486,423819,2003/07/17,18:00:00,2.58,2003-07-17 18:00:00,2003,7,True,2.891
4487,423820,2003/07/17,18:15:00,2.287,2003-07-17 18:15:00,2003,7,True,2.58
4488,423821,2003/07/17,18:30:00,2.005,2003-07-17 18:30:00,2003,7,True,2.287
4489,423822,2003/07/17,18:45:00,1.746,2003-07-17 18:45:00,2003,7,True,2.005
4490,423823,2003/07/17,19:00:00,1.515,2003-07-17 19:00:00,2003,7,True,1.746
4491,423824,2003/07/17,19:15:00,1.32,2003-07-17 19:15:00,2003,7,True,1.515
4492,423825,2003/07/17,19:30:00,1.153,2003-07-17 19:30:00,2003,7,True,1.32
4493,423826,2003/07/17,19:45:00,1.021,2003-07-17 19:45:00,2003,7,True,1.153
4494,423827,2003/07/17,20:00:00,0.9,2003-07-17 20:00:00,2003,7,True,1.021
4495,423828,2003/07/17,20:15:00,0.794,2003-07-17 20:15:00,2003,7,True,0.9
4496,423829,2003/07/17,20:30:00,0.694,2003-07-17 20:30:00,2003,7,True,0.794
4497,423830,2003/07/17,20:45:00,0.601,2003-07-17 20:45:00,2003,7,True,0.694
4498,423831,2003/07/17,21:00:00,0.525,2003-07-17 21:00:00,2003,7,True,0.601
4499,423832,2003/07/17,21:15:00,0.46,2003-07-17 21:15:00,2003,7,True,0.525
4500,423833,2003/07/17,21:30:00,0.415,2003-07-17 21:30:00,2003,7,True,0.46
4501,423834,2003/07/17,21:45:00,0.411,2003-07-17 21:45:00,2003,7,True,0.415
4502,423835,2003/07/17,22:00:00,0.453,2003-07-17 22:00:00,2003,7,True,0.411
4503,423836,2003/07/17,22:15:00,0.534,2003-07-17 22:15:00,2003,7,True,0.453
4504,423837,2003/07/17,22:30:00,0.669,2003-07-17 22:30:00,2003,7,True,0.534
4505,423838,2003/07/17,22:45:00,0.855,2003-07-17 22:45:00,2003,7,True,0.669
4506,423839,2003/07/17,23:00:00,1.092,2003-07-17 23:00:00,2003,7,True,0.855
4507,423840,2003/07/17,23:15:00,1.356,2003-07-17 23:15:00,2003,7,True,1.092
4508,423841,2003/07/17,23:30:00,1.647,2003-07-17 23:30:00,2003,7,True,1.356
4509,423842,2003/07/17,23:45:00,1.94,2003-07-17 23:45:00,2003,7,True,1.647
4510,423843,2003/07/18,0:00:00,2.228,2003-07-18 00:00:00,2003,7,True,1.94
4511,423844,2003/07/18,0:15:00,2.491,2003-07-18 00:15:00,2003,7,True,2.228
4512,423845,2003/07/18,0:30:00,2.773,2003-07-18 00:30:00,2003,7,True,2.491
4513,423846,2003/07/18,0:45:00,3.053,2003-07-18 00:45:00,2003,7,True,2.773
4514,423847,2003/07/18,1:00:00,3.343,2003-07-18 01:00:00,2003,7,True,3.053
4515,423848,2003/07/18,1:15:00,3.64,2003-07-18 01:15:00,2003,7,True,3.343
4516,423849,2003/07/18,1:30:00,3.939,2003-07-18 01:30:00,2003,7,True,3.64
4517,423850,2003/07/18,1:45:00,4.246,2003-07-18 01:45:00,2003,7,True,3.939
4518,423851,2003/07/18,2:00:00,4.54,2003-07-18 02:00:00,2003,7,True,4.246
4519,423852,2003/07/18,2:15:00,4.823,2003-07-18 02:15:00,2003,7,True,4.54
4520,423853,2003/07/18,2:30:00,5.074,2003-07-18 02:30:00,2003,7,True,4.823
4521,423854,2003/07/18,2:45:00,5.298,2003-07-18 02:45:00,2003,7,True,5.074
4522,423855,2003/07/18,3:00:00,5.464,2003-07-18 03:00:00,2003,7,True,5.298
4523,423856,2003/07/18,3:15:00,5.577,2003-07-18 03:15:00,2003,7,True,5.464
4524,423857,2003/07/18,3:30:00,5.612,2003-07-18 03:30:00,2003,7,True,5.577
4525,423858,2003/07/18,3:45:00,5.568,2003-07-18 03:45:00,2003,7,True,5.612
4526,423859,2003/07/18,4:00:00,5.445,2003-07-18 04:00:00,2003,7,True,5.568
4527,423860,2003/07/18,4:15:00,5.255,2003-07-18 04:15:00,2003,7,True,5.445
4528,423861,2003/07/18,4:30:00,5.017,2003-07-18 04:30:00,2003,7,True,5.255
4529,423862,2003/07/18,4:45:00,4.755,2003-07-18 04:45:00,2003,7,True,5.017
4530,423863,2003/07/18,5:00:00,4.471,2003-07-18 05:00:00,2003,7,True,4.755
4531,423864,2003/07/18,5:15:00,4.174,2003-07-18 05:15:00,2003,7,True,4.471
4532,423865,2003/07/18,5:30:00,3.868,2003-07-18 05:30:00,2003,7,True,4.174
4533,423866,2003/07/18,5:45:00,3.56,2003-07-18 05:45:00,2003,7,True,3.868
4534,423867,2003/07/18,6:00:00,3.263,2003-07-18 06:00:00,2003,7,True,3.56
4535,423868,2003/07/18,6:15:00,2.966,2003-07-18 06:15:00,2003,7,True,3.263
4536,423869,2003/07/18,6:30:00,2.674,2003-07-18 06:30:00,2003,7,True,2.966
4537,423870,2003/07/18,6:45:00,2.399,2003-07-18 06:45:00,2003,7,True,2.674
4538,423871,2003/07/18,7:00:00,2.14,2003-07-18 07:00:00,2003,7,True,2.399
4539,423872,2003/07/18,7:15:00,1.906,2003-07-18 07:15:00,2003,7,True,2.14
4540,423873,2003/07/18,7:30:00,1.697,2003-07-18 07:30:00,2003,7,True,1.906
4541,423874,2003/07/18,7:45:00,1.524,2003-07-18 07:45:00,2003,7,True,1.697
4542,423875,2003/07/18,8:00:00,1.376,2003-07-18 08:00:00,2003,7,True,1.524
4543,423876,2003/07/18,8:15:00,1.253,2003-07-18 08:15:00,2003,7,True,1.376
4544,423877,2003/07/18,8:30:00,1.149,2003-07-18 08:30:00,2003,7,True,1.253
4545,423878,2003/07/18,8:45:00,1.061,2003-07-18 08:45:00,2003,7,True,1.149
4546,423879,2003/07/18,9:00:00,0.989,2003-07-18 09:00:00,2003,7,True,1.061
4547,423880,2003/07/18,9:15:00,0.935,2003-07-18 09:15:00,2003,7,True,0.989
4548,423881,2003/07/18,9:30:00,0.911,2003-07-18 09:30:00,2003,7,True,0.935
4549,423882,2003/07/18,9:45:00,0.922,2003-07-18 09:45:00,2003,7,True,0.911
4550,423883,2003/07/18,10:00:00,0.987,2003-07-18 10:00:00,2003,7,True,0.922
4551,423884,2003/07/18,10:15:00,1.109,2003-07-18 10:15:00,2003,7,True,0.987
4552,423885,2003/07/18,10:30:00,1.289,2003-07-18 10:30:00,2003,7,True,1.109
4553,423886,2003/07/18,10:45:00,1.499,2003-07-18 10:45:00,2003,7,True,1.289
4554,423887,2003/07/18,11:00:00,1.751,2003-07-18 11:00:00,2003,7,True,1.499
4555,423888,2003/07/18,11:15:00,2.019,2003-07-18 11:15:00,2003,7,True,1.751
4556,423889,2003/07/18,11:30:00,2.285,2003-07-18 11:30:00,2003,7,True,2.019
4557,423890,2003/07/18,11:45:00,2.541,2003-07-18 11:45:00,2003,7,True,2.285
4558,423891,2003/07/18,12:00:00,2.798,2003-07-18 12:00:00,2003,7,True,2.541
4559,423892,2003/07/18,12:15:00,3.044,2003-07-18 12:15:00,2003,7,True,2.798
4560,423893,2003/07/18,12:30:00,3.286,2003-07-18 12:30:00,2003,7,True,3.044
4561,423894,2003/07/18,12:45:00,3.528,2003-07-18 12:45:00,2003,7,True,3.286
4562,423895,2003/07/18,13:00:00,3.758,2003-07-18 13:00:00,2003,7,True,3.528
4563,423896,2003/07/18,13:15:00,3.988,2003-07-18 13:15:00,2003,7,True,3.758
4564,423897,2003/07/18,13:30:00,4.212,2003-07-18 13:30:00,2003,7,True,3.988
4565,423898,2003/07/18,13:45:00,4.433,2003-07-18 13:45:00,2003,7,True,4.212
4566,423899,2003/07/18,14:00:00,4.648,2003-07-18 14:00:00,2003,7,True,4.433
4567,423900,2003/07/18,14:15:00,4.863,2003-07-18 14:15:00,2003,7,True,4.648
4568,423901,2003/07/18,14:30:00,5.065,2003-07-18 14:30:00,2003,7,True,4.863
4569,423902,2003/07/18,14:45:00,5.244,2003-07-18 14:45:00,2003,7,True,5.065
4570,423903,2003/07/18,15:00:00,5.392,2003-07-18 15:00:00,2003,7,True,5.244
4571,423904,2003/07/18,15:15:00,5.494,2003-07-18 15:15:00,2003,7,True,5.392
4572,423905,2003/07/18,15:30:00,5.547,2003-07-18 15:30:00,2003,7,True,5.494
4573,423906,2003/07/18,15:45:00,5.543,2003-07-18 15:45:00,2003,7,True,5.547
4574,423907,2003/07/18,16:00:00,5.47,2003-07-18 16:00:00,2003,7,True,5.543
4575,423908,2003/07/18,16:15:00,5.331,2003-07-18 16:15:00,2003,7,True,5.47
4576,423909,2003/07/18,16:30:00,5.137,2003-07-18 16:30:00,2003,7,True,5.331
4577,423910,2003/07/18,16:45:00,4.901,2003-07-18 16:45:00,2003,7,True,5.137
4578,423911,2003/07/18,17:00:00,4.637,2003-07-18 17:00:00,2003,7,True,4.901
4579,423912,2003/07/18,17:15:00,4.361,2003-07-18 17:15:00,2003,7,True,4.637
4580,423913,2003/07/18,17:30:00,4.066,2003-07-18 17:30:00,2003,7,True,4.361
4581,423914,2003/07/18,17:45:00,3.776,2003-07-18 17:45:00,2003,7,True,4.066
4582,423915,2003/07/18,18:00:00,3.473,2003-07-18 18:00:00,2003,7,True,3.776
4583,423916,2003/07/18,18:15:00,3.178,2003-07-18 18:15:00,2003,7,True,3.473
4584,423917,2003/07/18,18:30:00,2.878,2003-07-18 18:30:00,2003,7,True,3.178
4585,423918,2003/07/18,18:45:00,2.592,2003-07-18 18:45:00,2003,7,True,2.878
4586,423919,2003/07/18,19:00:00,2.313,2003-07-18 19:00:00,2003,7,True,2.592
4587,423920,2003/07/18,19:15:00,2.048,2003-07-18 19:15:00,2003,7,True,2.313
4588,423921,2003/07/18,19:30:00,1.807,2003-07-18 19:30:00,2003,7,True,2.048
4589,423922,2003/07/18,19:45:00,1.594,2003-07-18 19:45:00,2003,7,True,1.807
4590,423923,2003/07/18,20:00:00,1.415,2003-07-18 20:00:00,2003,7,True,1.594
4591,423924,2003/07/18,20:15:00,1.263,2003-07-18 20:15:00,2003,7,True,1.415
4592,423925,2003/07/18,20:30:00,1.135,2003-07-18 20:30:00,2003,7,True,1.263
4593,423926,2003/07/18,20:45:00,1.024,2003-07-18 20:45:00,2003,7,True,1.135
4594,423927,2003/07/18,21:00:00,0.928,2003-07-18 21:00:00,2003,7,True,1.024
4595,423928,2003/07/18,21:15:00,0.841,2003-07-18 21:15:00,2003,7,True,0.928
4596,423929,2003/07/18,21:30:00,0.765,2003-07-18 21:30:00,2003,7,True,0.841
4597,423930,2003/07/18,21:45:00,0.706,2003-07-18 21:45:00,2003,7,True,0.765
4598,423931,2003/07/18,22:00:00,0.666,2003-07-18 22:00:00,2003,7,True,0.706
4599,423932,2003/07/18,22:15:00,0.656,2003-07-18 22:15:00,2003,7,True,0.666
4600,423933,2003/07/18,22:30:00,0.678,2003-07-18 22:30:00,2003,7,True,0.656
4601,423934,2003/07/18,22:45:00,0.74,2003-07-18 22:45:00,2003,7,True,0.678
4602,423935,2003/07/18,23:00:00,0.851,2003-07-18 23:00:00,2003,7,True,0.74
4603,423936,2003/07/18,23:15:00,1.003,2003-07-18 23:15:00,2003,7,True,0.851
4604,423937,2003/07/18,23:30:00,1.188,2003-07-18 23:30:00,2003,7,True,1.003
4605,423938,2003/07/18,23:45:00,1.409,2003-07-18 23:45:00,2003,7,True,1.188
4606,423939,2003/07/19,0:00:00,1.65,2003-07-19 00:00:00,2003,7,True,1.409
4607,423940,2003/07/19,0:15:00,1.909,2003-07-19 00:15:00,2003,7,True,1.65
4608,423941,2003/07/19,0:30:00,2.162,2003-07-19 00:30:00,2003,7,True,1.909
4609,423942,2003/07/19,0:45:00,2.413,2003-07-19 00:45:00,2003,7,True,2.162
4610,423943,2003/07/19,1:00:00,2.665,2003-07-19 01:00:00,2003,7,True,2.413
4611,423944,2003/07/19,1:15:00,2.923,2003-07-19 01:15:00,2003,7,True,2.665
4612,423945,2003/07/19,1:30:00,3.185,2003-07-19 01:30:00,2003,7,True,2.923
4613,423946,2003/07/19,1:45:00,3.458,2003-07-19 01:45:00,2003,7,True,3.185
4614,423947,2003/07/19,2:00:00,3.731,2003-07-19 02:00:00,2003,7,True,3.458
4615,423948,2003/07/19,2:15:00,4.007,2003-07-19 02:15:00,2003,7,True,3.731
4616,423949,2003/07/19,2:30:00,4.286,2003-07-19 02:30:00,2003,7,True,4.007
4617,423950,2003/07/19,2:45:00,4.557,2003-07-19 02:45:00,2003,7,True,4.286
4618,423951,2003/07/19,3:00:00,4.807,2003-07-19 03:00:00,2003,7,True,4.557
4619,423952,2003/07/19,3:15:00,5.042,2003-07-19 03:15:00,2003,7,True,4.807
4620,423953,2003/07/19,3:30:00,5.236,2003-07-19 03:30:00,2003,7,True,5.042
4621,423954,2003/07/19,3:45:00,5.385,2003-07-19 03:45:00,2003,7,True,5.236
4622,423955,2003/07/19,4:00:00,5.479,2003-07-19 04:00:00,2003,7,True,5.385
4623,423956,2003/07/19,4:15:00,5.513,2003-07-19 04:15:00,2003,7,True,5.479
4624,423957,2003/07/19,4:30:00,5.474,2003-07-19 04:30:00,2003,7,True,5.513
4625,423958,2003/07/19,4:45:00,5.362,2003-07-19 04:45:00,2003,7,True,5.474
4626,423959,2003/07/19,5:00:00,5.187,2003-07-19 05:00:00,2003,7,True,5.362
4627,423960,2003/07/19,5:15:00,4.96,2003-07-19 05:15:00,2003,7,True,5.187
4628,423961,2003/07/19,5:30:00,4.711,2003-07-19 05:30:00,2003,7,True,4.96
4629,423962,2003/07/19,5:45:00,4.437,2003-07-19 05:45:00,2003,7,True,4.711
4630,423963,2003/07/19,6:00:00,4.157,2003-07-19 06:00:00,2003,7,True,4.437
4631,423964,2003/07/19,6:15:00,3.868,2003-07-19 06:15:00,2003,7,True,4.157
4632,423965,2003/07/19,6:30:00,3.58,2003-07-19 06:30:00,2003,7,True,3.868
4633,423966,2003/07/19,6:45:00,3.29,2003-07-19 06:45:00,2003,7,True,3.58
4634,423967,2003/07/19,7:00:00,3.008,2003-07-19 07:00:00,2003,7,True,3.29
4635,423968,2003/07/19,7:15:00,2.736,2003-07-19 07:15:00,2003,7,True,3.008
4636,423969,2003/07/19,7:30:00,2.478,2003-07-19 07:30:00,2003,7,True,2.736
4637,423970,2003/07/19,7:45:00,2.235,2003-07-19 07:45:00,2003,7,True,2.478
4638,423971,2003/07/19,8:00:00,2.012,2003-07-19 08:00:00,2003,7,True,2.235
4639,423972,2003/07/19,8:15:00,1.813,2003-07-19 08:15:00,2003,7,True,2.012
4640,423973,2003/07/19,8:30:00,1.64,2003-07-19 08:30:00,2003,7,True,1.813
4641,423974,2003/07/19,8:45:00,1.501,2003-07-19 08:45:00,2003,7,True,1.64
4642,423975,2003/07/19,9:00:00,1.386,2003-07-19 09:00:00,2003,7,True,1.501
4643,423976,2003/07/19,9:15:00,1.293,2003-07-19 09:15:00,2003,7,True,1.386
4644,423977,2003/07/19,9:30:00,1.223,2003-07-19 09:30:00,2003,7,True,1.293
4645,423978,2003/07/19,9:45:00,1.17,2003-07-19 09:45:00,2003,7,True,1.223
4646,423979,2003/07/19,10:00:00,1.143,2003-07-19 10:00:00,2003,7,True,1.17
4647,423980,2003/07/19,10:15:00,1.15,2003-07-19 10:15:00,2003,7,True,1.143
4648,423981,2003/07/19,10:30:00,1.198,2003-07-19 10:30:00,2003,7,True,1.15
4649,423982,2003/07/19,10:45:00,1.298,2003-07-19 10:45:00,2003,7,True,1.198
4650,423983,2003/07/19,11:00:00,1.446,2003-07-19 11:00:00,2003,7,True,1.298
4651,423984,2003/07/19,11:15:00,1.636,2003-07-19 11:15:00,2003,7,True,1.446
4652,423985,2003/07/19,11:30:00,1.854,2003-07-19 11:30:00,2003,7,True,1.636
4653,423986,2003/07/19,11:45:00,2.094,2003-07-19 11:45:00,2003,7,True,1.854
4654,423987,2003/07/19,12:00:00,2.341,2003-07-19 12:00:00,2003,7,True,2.094
4655,423988,2003/07/19,12:15:00,2.583,2003-07-19 12:15:00,2003,7,True,2.341
4656,423989,2003/07/19,12:30:00,2.827,2003-07-19 12:30:00,2003,7,True,2.583
4657,423990,2003/07/19,12:45:00,3.061,2003-07-19 12:45:00,2003,7,True,2.827
4658,423991,2003/07/19,13:00:00,3.293,2003-07-19 13:00:00,2003,7,True,3.061
4659,423992,2003/07/19,13:15:00,3.518,2003-07-19 13:15:00,2003,7,True,3.293
4660,423993,2003/07/19,13:30:00,3.731,2003-07-19 13:30:00,2003,7,True,3.518
4661,423994,2003/07/19,13:45:00,3.941,2003-07-19 13:45:00,2003,7,True,3.731
4662,423995,2003/07/19,14:00:00,4.148,2003-07-19 14:00:00,2003,7,True,3.941
4663,423996,2003/07/19,14:15:00,4.345,2003-07-19 14:15:00,2003,7,True,4.148
4664,423997,2003/07/19,14:30:00,4.539,2003-07-19 14:30:00,2003,7,True,4.345
4665,423998,2003/07/19,14:45:00,4.736,2003-07-19 14:45:00,2003,7,True,4.539
4666,423999,2003/07/19,15:00:00,4.92,2003-07-19 15:00:00,2003,7,True,4.736
4667,424000,2003/07/19,15:15:00,5.089,2003-07-19 15:15:00,2003,7,True,4.92
4668,424001,2003/07/19,15:30:00,5.232,2003-07-19 15:30:00,2003,7,True,5.089
4669,424002,2003/07/19,15:45:00,5.345,2003-07-19 15:45:00,2003,7,True,5.232
4670,424003,2003/07/19,16:00:00,5.416,2003-07-19 16:00:00,2003,7,True,5.345
4671,424004,2003/07/19,16:15:00,5.438,2003-07-19 16:15:00,2003,7,True,5.416
4672,424005,2003/07/19,16:30:00,5.408,2003-07-19 16:30:00,2003,7,True,5.438
4673,424006,2003/07/19,16:45:00,5.319,2003-07-19 16:45:00,2003,7,True,5.408
4674,424007,2003/07/19,17:00:00,5.172,2003-07-19 17:00:00,2003,7,True,5.319
4675,424008,2003/07/19,17:15:00,4.98,2003-07-19 17:15:00,2003,7,True,5.172
4676,424009,2003/07/19,17:30:00,4.754,2003-07-19 17:30:00,2003,7,True,4.98
4677,424010,2003/07/19,17:45:00,4.499,2003-07-19 17:45:00,2003,7,True,4.754
4678,424011,2003/07/19,18:00:00,4.232,2003-07-19 18:00:00,2003,7,True,4.499
4679,424012,2003/07/19,18:15:00,3.957,2003-07-19 18:15:00,2003,7,True,4.232
4680,424013,2003/07/19,18:30:00,3.679,2003-07-19 18:30:00,2003,7,True,3.957
4681,424014,2003/07/19,18:45:00,3.393,2003-07-19 18:45:00,2003,7,True,3.679
4682,424015,2003/07/19,19:00:00,3.11,2003-07-19 19:00:00,2003,7,True,3.393
4683,424016,2003/07/19,19:15:00,2.825,2003-07-19 19:15:00,2003,7,True,3.11
4684,424017,2003/07/19,19:30:00,2.554,2003-07-19 19:30:00,2003,7,True,2.825
4685,424018,2003/07/19,19:45:00,2.291,2003-07-19 19:45:00,2003,7,True,2.554
4686,424019,2003/07/19,20:00:00,2.042,2003-07-19 20:00:00,2003,7,True,2.291
4687,424020,2003/07/19,20:15:00,1.813,2003-07-19 20:15:00,2003,7,True,2.042
4688,424021,2003/07/19,20:30:00,1.611,2003-07-19 20:30:00,2003,7,True,1.813
4689,424022,2003/07/19,20:45:00,1.441,2003-07-19 20:45:00,2003,7,True,1.611
4690,424023,2003/07/19,21:00:00,1.3,2003-07-19 21:00:00,2003,7,True,1.441
4691,424024,2003/07/19,21:15:00,1.182,2003-07-19 21:15:00,2003,7,True,1.3
4692,424025,2003/07/19,21:30:00,1.087,2003-07-19 21:30:00,2003,7,True,1.182
4693,424026,2003/07/19,21:45:00,1.005,2003-07-19 21:45:00,2003,7,True,1.087
4694,424027,2003/07/19,22:00:00,0.938,2003-07-19 22:00:00,2003,7,True,1.005
4695,424028,2003/07/19,22:15:00,0.881,2003-07-19 22:15:00,2003,7,True,0.938
4696,424029,2003/07/19,22:30:00,0.839,2003-07-19 22:30:00,2003,7,True,0.881
4697,424030,2003/07/19,22:45:00,0.821,2003-07-19 22:45:00,2003,7,True,0.839
4698,424031,2003/07/19,23:00:00,0.837,2003-07-19 23:00:00,2003,7,True,0.821
4699,424032,2003/07/19,23:15:00,0.882,2003-07-19 23:15:00,2003,7,True,0.837
4700,424033,2003/07/19,23:30:00,0.959,2003-07-19 23:30:00,2003,7,True,0.882
4701,424034,2003/07/19,23:45:00,1.084,2003-07-19 23:45:00,2003,7,True,0.959
4702,424035,2003/07/20,0:00:00,1.226,2003-07-20 00:00:00,2003,7,True,1.084
4703,424036,2003/07/20,0:15:00,1.403,2003-07-20 00:15:00,2003,7,True,1.226
4704,424037,2003/07/20,0:30:00,1.598,2003-07-20 00:30:00,2003,7,True,1.403
4705,424038,2003/07/20,0:45:00,1.815,2003-07-20 00:45:00,2003,7,True,1.598
4706,424039,2003/07/20,1:00:00,2.049,2003-07-20 01:00:00,2003,7,True,1.815
4707,424040,2003/07/20,1:15:00,2.273,2003-07-20 01:15:00,2003,7,True,2.049
4708,424041,2003/07/20,1:30:00,2.511,2003-07-20 01:30:00,2003,7,True,2.273
4709,424042,2003/07/20,1:45:00,2.747,2003-07-20 01:45:00,2003,7,True,2.511
4710,424043,2003/07/20,2:00:00,2.993,2003-07-20 02:00:00,2003,7,True,2.747
4711,424044,2003/07/20,2:15:00,3.234,2003-07-20 02:15:00,2003,7,True,2.993
4712,424045,2003/07/20,2:30:00,3.494,2003-07-20 02:30:00,2003,7,True,3.234
